id|uf_entrega|dia|custo_frete
12930|PA|2017-06-13|107.9625
12931|RO|2017-07-20|11.5088
12932|CE|2017-08-17|59.1066
12933|AC|2019-02-08|61.8111
12934|PI|2017-11-13|4.0868
12935|AP|2017-03-10|36.6059
12936|RO|2018-12-22|43738
12937|AC|2018-08-30|61.2502
12938|AC|2019-03-23|1.4803
12939|AM|2018-04-13|7.9498
12940|RN|2017-06-26|15.4284
12941|RO|2017-03-17|10.6757
12942|RN|2017-03-02|72.6415
12943|RR|2018-04-17|12.9325
12944|RR|2017-01-17|51.1779
12945|RO|2017-07-08|17.1947
12946|PA|2018-02-11|113.0089
12947|PI|2017-05-11|56.0249
12948|MA|2017-07-12|20.7655
12949|RO|2018-09-13|44.2815
12950|RO|2018-09-17|5.0016
12951|MA|2017-12-31|176.2426
12952|TO|2017-08-24|31.0987
12953|PI|2018-01-04|6.3796
12954|AM|2017-06-11|58.0486
12955|PA|2017-12-28|84.2981
12956|RO|2017-01-30|38.2416
12957|RO|2017-06-03|14.5166
12958|AC|2018-02-06|49.2062
12959|RR|2017-10-20|6.3631
12960|TO|2017-03-23|106.3275
12961|TO|2018-10-04|125.8475
12962|AM|2018-11-01|122.9075
12963|MA|2018-06-06|58.3722
12964|AP|2017-09-10|7.1959
12965|AC|2017-02-28|78.7111
12966|RO|2018-10-24|0
12967|AP|2018-11-25|1.7479
12968|AM|2017-12-30|3.9758
12969|AC|2017-05-14|13.1754
12970|RR|2017-08-12|4.5624
12971|RO|2018-05-06|0.3833
12972|RO|2017-04-10|34.0084
12973|TO|2018-03-02|119.5816
12974|AC|2018-07-31|24.9542
12975|AC|2018-01-31|22.2801
12976|AC|2018-03-12|0
12977|TO|2018-11-13|10.6198
12978|AP|2017-12-02|31.7796
12979|RO|2018-12-17|0
12980|AM|2017-09-26|2.4165
12981|PI|2018-08-05|72.6493
12982|AP|2017-07-05|52.8678
12983|PI|2018-03-27|8.8049
12984|MA|2018-01-21|2.1192
12985|RR|2017-03-10|102
12986|TO|2019-03-22|197.4025
12987|GO|2017-05-07|15.3307
12988|AC|2018-05-25|9.7431
12989|PA|2017-10-16|2.1561
12990|TO|2018-01-11|975
12991|AC|2017-10-25|19.7044
12992|RR|2017-01-24|91.1969
12993|AP|2018-04-02|11.1858
12994|AC|2017-11-15|26711
12995|RN|2017-10-11|2.1756
12996|AM|2018-05-09|74.9599
12997|AC|2018-10-24|3.6425
12998|TO|2018-07-21|13.1759
12999|PI|2017-02-27|0.6947
13000|AP|2018-06-06|648.5968
13001|AP|2017-06-09|76
13002|PI|2017-06-23|34.6795
13003|AP|2018-11-18|8.6078
13004|PI|2018-02-24|15.6022
13005|RR|2018-03-28|79.1233
13006|AP|2017-09-16|4.3263
13007|RR|2017-12-06|100.1564
13008|AP|2018-09-15|7.5651
13009|SP|2018-03-31|6908.9636
13010|MG|2017-08-29|2731.7804
13011|SC|2017-09-12|985.8488
13012|SC|2018-11-03|1250.8646
13013|RJ|2018-07-30|4193056
13014|RS|2018-12-19|1297.2558
13015|SC|2019-03-04|1168.2435
13016|SC|2018-11-02|1186.8744
13017|RS|2017-10-14|1181.7524
13018|GO|2017-02-28|253.7942
13019|RS|2018-10-24|1518.4844
13020|MG|2019-03-18|4158.6661
13021|SP|2018-03-01|8822.4073
13022|RJ|2017-09-23|5701.8573
13023|SC|2018-04-08|728.3002
13024|SC|2018-10-01|954.9943
13025|SC|2018-08-17|1810.9131
13026|CE|2019-03-22|1757.7841
13027|PR|2017-06-14|878.5911
13028|SP|2019-04-06|6975.8764
13029|BA|2018-10-22|1783.4585
13030|PR|2018-04-15|1171.9469
13031|ES|2018-08-06|752.9941
13032|MG|2017-09-12|2497.9526
13033|MS|2018-04-06|357.5618
13034|MG|2018-12-11|5016.9777
13035|SP|2017-08-18|7047.6901
13036|SP|2019-02-22|7245.4752
13037|RJ|2018-09-14|6731.4745
13038|RJ|2019-04-01|4738.0305
13039|RS|2018-01-24|1479735
13040|PR|2018-12-17|643.4524
13041|CE|2017-12-08|224.1386
13042|PR|2018-09-06|1107.9248
13043|SP|2018-07-15|7006.8902
13044|SP|2018-03-09|9675644
13045|ES|2018-03-25|449.8974
13046|RJ|2017-05-04|5276.7424
13047|RO|2017-04-13|56.7571
13048|SP|2017-05-01|7131.2754
13049|MG|2017-12-06|4832.6694
13050|PE|2019-02-23|1003.5175
13051|BA|2017-09-22|1075.1212
13052|RJ|2019-03-01|4623.5427
13053|MS|2017-05-20|429.1035
13054|AC|2017-04-04|94.9873
13055|SP|2017-09-27|6811.6979
13056|SP|2017-09-25|5879.3355
13057|GO|2018-05-03|155.2427
13058|SP|2019-03-28|8049.1809
13059|MG|2017-12-01|6555.0116
13060|RJ|2017-04-08|6098.3235
13061|RS|2018-02-15|1654.9819
13062|MG|2017-04-12|2185789
13063|RJ|2019-02-27|4786.0692
13064|SC|2017-10-09|1133.5176
13065|RJ|2018-04-19|6803.0353
13066|MG|2018-07-26|4174.0771
13067|SP|2018-07-22|7138.5579
13068|RS|2018-09-21|1104579
13069|RJ|2018-08-18|6286.2415
13070|BA|2017-10-20|937.6811
13071|RJ|2019-03-02|4909.6392
13072|SP|2019-03-08|6089402
13073|PR|2017-01-26|733.1704
13074|PE|2017-02-12|478.6011
13075|RJ|2017-12-26|4049.2835
13076|PE|2018-08-01|1190.0831
13077|SP|2018-01-01|5426.5174
13078|SP|2017-08-03|7488.9749
13079|MG|2018-11-22|3691.5082
13080|SP|2017-03-01|6900.4759
13081|RS|2017-09-24|1397.6934
13082|SP|2018-04-06|8340.6022
13083|RJ|2018-09-09|6120.4791
13084|SP|2019-03-20|8025.7169
13085|MG|2019-01-04|3662.3567
13086|SP|2017-03-19|7645.7837
13087|RS|2018-12-07|1284.7378
13088|ES|2018-06-22|1095.5493
13089|DF|2018-03-02|336.0221
13090|RS|2018-03-18|1485.6413
13091|PA|2017-10-19|626.6187
13092|MG|2017-09-03|3116.7691
13093|RJ|2018-12-14|5511126
13094|PA|2017-09-15|71452
13095|SP|2017-10-05|7289509
13096|PR|2017-01-29|750.4526
13097|MG|2017-03-01|1875.9629
13098|SP|2017-06-10|8866.3934
13099|AM|2017-11-29|151.8056
13100|SP|2018-02-18|8209.5183
13101|RJ|2017-02-17|5474.4812
13102|RJ|2017-04-18|4580234
13103|RS|2018-05-21|988.1222
13104|SE|2018-09-26|432.1392
13105|MG|2018-01-01|2065.4525
13106|MG|2017-03-03|1738.0714
13107|RS|2019-01-25|1758.4334
13108|RJ|2018-09-02|6211.2812
13109|SP|2018-08-18|7152.36
13110|RJ|2018-08-30|6154.5141
13111|SP|2017-11-13|7385.9734
13112|MG|2018-06-23|4500.8187
13113|MT|2018-11-17|582.6471
13114|ES|2018-08-26|614.0187
13115|RJ|2018-06-04|2794.9698
13116|RJ|2018-12-02|7170.2514
13117|SP|2017-09-06|6674.9681
13118|SP|2017-04-07|9155.6714
13119|BA|2018-10-18|1429.4566
13120|RJ|2017-02-23|6371.7053
13121|SP|2018-03-16|8097.6219
13122|PE|2018-09-08|1900.7279
13123|PR|2017-09-01|899792
13124|RS|2018-09-27|1542.3582
13125|MG|2017-02-16|1978.4056
13126|MG|2018-02-06|3972.7792
13127|MG|2018-09-26|4196.7682
13128|DF|2018-12-13|446.7593
13129|RJ|2018-01-04|4741.2815
13130|SP|2017-05-09|5747.1178
13131|BA|2019-04-01|2243.5205
13132|SP|2018-08-06|7530.6882
13133|GO|2019-02-17|350.6419
13134|PE|2018-11-08|1248013
13135|RJ|2018-01-25|5608.6845
13136|PR|2018-01-27|911.4067
13137|BA|2019-02-28|2016.3045
13138|SP|2017-08-12|6983.7698
13139|SP|2018-11-29|10962.9313
13140|RJ|2019-02-07|5356.4922
13141|RS|2017-01-24|534349
13142|MG|2017-03-29|1845.5916
13143|CE|2018-07-24|849.1161
13144|RJ|2017-11-16|7948.6956
13145|SP|2018-12-06|8722707
13146|RJ|2018-06-30|6146.4138
13147|SC|2017-09-09|994.0425
13148|RJ|2019-02-08|5106.0646
13149|RS|2018-12-02|1353.7669
13150|BA|2017-12-20|744.6802
13151|MG|2017-07-01|3436.6805
13152|SC|2017-12-07|1846.0587
13153|AL|2018-12-26|289.4936
13154|AM|2017-03-11|60.9222
13155|PR|2017-10-31|741.8113
13156|SP|2017-10-21|7375.0036
13157|RJ|2017-04-04|4852379
13158|RJ|2017-02-03|5308.8178
13159|MS|2019-02-03|252.4262
13160|MG|2018-04-27|4812.7162
13161|RJ|2017-08-19|5590427
13162|SP|2018-12-05|7008.7921
13163|PB|2018-07-18|660.8925
13164|MG|2019-03-08|3048.2593
13165|SC|2018-01-24|1469.1335
13166|PR|2018-09-21|1054.7667
13167|SP|2017-07-30|7998.7982
13168|SP|2019-04-11|3247.6403
13169|SP|2017-01-27|7953.5576
13170|SP|2019-02-16|7601926
13171|DF|2018-10-06|268.6069
13172|TO|2018-02-22|210.9696
13173|GO|2019-01-14|205.8375
13174|RS|2018-05-30|993.4644
13175|PE|2018-11-09|923.1268
13176|MG|2018-03-16|4042.4438
13177|ES|2017-11-09|696.4106
13178|MG|2017-03-18|1989.6843
13179|BA|2019-02-09|2051.4456
13180|GO|2019-01-06|88.5138
13181|PB|2018-11-26|684.2314
13182|MG|2017-04-10|1778.8293
13183|SC|2017-05-25|1470.4228
13184|SP|2018-07-26|7301.7914
13185|MG|2018-03-03|4059.9762
13186|BA|2018-07-05|1584.7869
13187|ES|2018-03-23|624.8839
13188|RO|2018-12-04|22.2799
13189|ES|2018-03-22|1213.8451
13190|SC|2017-06-25|959759
13191|SP|2017-02-19|8549.49
13192|GO|2018-11-18|106.1647
13193|PE|2018-10-07|824.8556
13194|MG|2018-09-16|3675.9852
13195|CE|2017-03-08|653.1613
13196|SE|2018-12-12|516.1233
13197|MT|2019-01-21|693.9482
13198|ES|2018-01-24|614.9896
13199|RS|2019-01-03|738.3218
13200|AM|2019-02-15|189.5628
13201|RS|2018-06-23|1286.8132
13202|RJ|2017-11-01|5071.2245
13203|BA|2017-06-08|948.3392
13204|RS|2018-06-21|1694.2453
13205|ES|2018-11-18|756.8968
13206|PR|2019-02-01|968.4806
13207|CE|2018-04-27|565.4166
13208|BA|2017-04-04|505.7567
13209|PE|2018-11-14|1394.1711
13210|PE|2018-11-16|1051.9786
13211|PR|2019-03-02|884.4442
13212|SP|2017-06-14|8420.1305
13213|SP|2017-09-28|15427.3156
13214|ES|2017-07-08|647.5326
13215|GO|2017-10-13|75.3578
13216|SC|2018-09-03|1351.1512
13217|PR|2017-03-23|658.4923
13218|PA|2017-08-10|419.6016
13219|BA|2018-05-15|1426.3759
13220|RJ|2017-05-13|4659.0811
13221|BA|2017-11-28|1645.4673
13222|RS|2018-08-19|1459.5441
13223|RJ|2018-10-01|5084.3979
13224|SC|2018-02-06|1717.8782
13225|RJ|2017-12-22|5149.6514
13226|RN|2017-12-14|102.6859
13227|RS|2017-12-26|764.2832
13228|ES|2019-04-05|829.1462
13229|SP|2017-05-15|7149.4956
13230|RS|2019-04-01|1322.2859
13231|CE|2019-03-20|1772.1591
13232|RS|2017-11-07|1525.3718
13233|RJ|2018-05-08|5201.8721
13234|PB|2018-07-15|436.4024
13235|RJ|2017-11-21|5075.4643
13236|RN|2018-07-29|570.2019
13237|MG|2019-02-26|4075.9701
13238|PR|2017-02-21|711782
13239|SC|2019-02-24|1210.9508
13240|SC|2019-04-12|397.3053
13241|RJ|2018-01-30|4240.68
13242|ES|2018-01-30|279.1614
13243|PA|2018-08-06|485.1003
13244|MT|2017-02-23|529.1324
13245|BA|2017-10-14|539.3807
13246|SP|2017-11-01|8618.5384
13247|RS|2017-09-22|1512.1485
13248|RJ|2017-07-29|5838.2929
13249|MG|2019-03-06|3366.8058
13250|PA|2018-07-07|117.9148
13251|MG|2018-08-03|3611.2999
13252|MG|2019-03-14|4307.8413
13253|PR|2017-12-01|1406.5412
13254|RJ|2017-02-14|3864.3938
13255|MG|2017-11-28|6263.5363
13256|MG|2017-10-11|3430.0127
13257|SE|2018-02-20|248.2965
13258|MA|2019-03-16|708.3768
13259|SP|2018-11-11|7445.8984
13260|MG|2019-02-07|5351.3002
13261|RS|2017-10-22|1714.2716
13262|RS|2017-06-02|904.5323
13263|RJ|2017-04-30|5455.3014
13264|MG|2017-09-08|3427.8033
13265|MG|2017-07-27|2814.9586
13266|RS|2019-04-12|918.4142
13267|MG|2017-01-23|1593.9198
13268|BA|2018-10-25|2120.8252
13269|RJ|2019-02-26|4806.5436
13270|MT|2018-04-09|412.0532
13271|PB|2017-08-13|484.3697
13272|RJ|2019-04-09|2462.4542
13273|PR|2018-02-28|1173.2423
13274|SC|2017-05-23|1210.7441
13275|RS|2017-08-25|1648.2057
13276|MG|2017-05-04|1705.6931
13277|MT|2017-05-01|296.8271
13278|PR|2018-11-19|1038.8213
13279|MG|2017-08-08|2248.5073
13280|RS|2017-02-11|1242.5848
13281|MG|2017-05-31|2347.7716
13282|PI|2018-11-25|319.5449
13283|AM|2018-11-16|173169
13284|SC|2017-08-18|705069
13285|MT|2018-05-30|388.7325
13286|AC|2018-02-28|55.3982
13287|MA|2019-01-29|59.8549
13288|DF|2017-12-21|436044
13289|MT|2019-01-07|173.1102
13290|RN|2018-11-16|936.3318
13291|RS|2018-10-03|1248.6272
13292|RJ|2017-04-24|4864.4968
13293|SC|2018-10-18|1250.4038
13294|TO|2017-02-27|13.0929
13295|PR|2017-08-27|750.6396
13296|RS|2017-01-21|1212.9171
13297|RS|2018-06-22|1713.5097
13298|GO|2017-02-18|223.2586
13299|BA|2018-02-02|999.0748
13300|ES|2019-03-24|729.0424
13301|RS|2019-01-15|1315.1856
13302|RS|2018-02-06|1315.9035
13303|RS|2017-01-13|565.0969
13304|PR|2018-07-07|1354.2316
13305|SC|2017-04-12|633.0486
13306|BA|2017-07-21|795.2995
13307|MS|2019-03-30|206.22
13308|MG|2017-10-31|2545.3712
13309|BA|2017-10-06|542.6656
13310|ES|2019-01-07|808.4083
13311|PR|2017-12-28|1301.0063
13312|MG|2018-12-20|4702.9133
13313|PA|2019-03-29|147.5218
13314|ES|2018-08-16|983.3082
13315|RN|2018-12-04|329.0881
13316|PR|2018-11-24|1004797
13317|PR|2017-04-07|921.3366
13318|MG|2019-02-13|5044.8717
13319|RS|2018-06-03|904.8421
13320|RJ|2018-10-26|5006.9526
13321|DF|2017-07-08|355978
13322|RJ|2017-06-08|6583.8175
13323|MG|2018-08-30|6008.6223
13324|CE|2017-06-18|61.1378
13325|MA|2017-06-14|144.4156
13326|SC|2018-07-03|1329.4216
13327|PR|2018-03-10|1140.7267
13328|MT|2018-04-24|441.9746
13329|SC|2017-07-21|1219.7149
13330|CE|2018-12-24|618.3453
13331|PE|2017-05-26|203.9859
13332|SC|2019-04-07|839.7353
13333|SC|2018-08-24|1612.7837
13334|RS|2017-12-24|895.1645
13335|MG|2017-10-28|3923.9374
13336|MS|2017-09-14|127.5967
13337|ES|2018-03-06|531.3193
13338|PR|2018-07-17|998.5799
13339|GO|2017-02-04|295.2497
13340|MT|2019-01-22|976.7338
13341|MG|2017-03-15|1422.8278
13342|RS|2019-03-23|1394.4045
13343|DF|2017-01-31|257.4683
13344|RN|2018-03-20|416.3008
13345|DF|2018-07-11|438205
13346|MG|2018-12-21|3960378
13347|SC|2019-01-04|896.6548
13348|RJ|2017-06-02|6554.2381
13349|RS|2018-06-08|1219.1059
13350|MT|2018-07-08|224.3176
13351|MG|2017-02-17|2045426
13352|GO|2019-02-20|280.9716
13353|RN|2017-03-04|26.7903
13354|MS|2018-05-05|46.2308
13355|PR|2017-12-07|2415.2163
13356|PR|2018-09-26|1083.6831
13357|RN|2018-08-08|404.1036
13358|PI|2019-01-05|564.7642
13359|PR|2018-10-15|765.7435
13360|PB|2018-06-28|504.66
13361|SC|2018-09-30|1379.5469
13362|RS|2018-07-28|1026.2059
13363|SE|2017-05-20|57.8723
13364|SE|2018-07-17|222.2089
13365|BA|2018-06-02|960.6792
13366|BA|2017-12-24|829.5792
13367|BA|2017-10-27|745.5197
13368|PA|2019-01-20|199.6078
13369|RO|2018-02-26|95.7898
13370|PI|2018-01-17|43.8618
13371|SC|2017-02-09|862.3403
13372|SC|2017-11-13|1686.6227
13373|ES|2017-12-13|821.2031
13374|MT|2017-08-04|309793
13375|SC|2017-09-14|835.4802
13376|PI|2017-09-24|19.1749
13377|PE|2018-11-07|2064.1983
13378|ES|2019-02-15|1056.2582
13379|MG|2018-08-20|3526.3889
13380|PB|2018-08-18|653.3322
13381|PR|2019-03-30|1331.2989
13382|MT|2018-03-30|250.6383
13383|MT|2018-06-20|675.0465
13384|BA|2019-03-09|2127.1984
13385|PE|2018-05-03|1362.6703
13386|ES|2017-10-04|813.4345
13387|ES|2018-10-07|1054.9526
13388|BA|2017-03-08|1011.0333
13389|PE|2018-12-23|1133.7348
13390|RS|2018-08-21|1584.1127
13391|PB|2018-03-13|690.3154
13392|MA|2017-06-20|135.8784
13393|CE|2018-02-17|550.6191
13394|PA|2017-07-06|292.0345
13395|PB|2019-03-03|1051.3625
13396|SE|2018-11-21|457.3505
13397|ES|2017-02-06|663.7139
13398|RN|2019-03-07|456.2236
13399|MG|2019-03-12|3177.9697
13400|PI|2018-12-18|228.0167
13401|MT|2018-07-12|400.2902
13402|CE|2019-04-11|879.9656
13403|RJ|2018-03-19|4992.6389
13404|BA|2017-02-13|1106.5631
13405|PR|2017-09-07|1116.0563
13406|GO|2018-01-29|264.5984
13407|ES|2017-06-07|478.1468
13408|ES|2017-03-28|317.7991
13409|CE|2018-01-11|735.1742
13410|PR|2019-02-08|938.9995
13411|RS|2019-02-21|1647.7815
13412|AM|2018-05-25|108.6641
13413|PE|2019-02-27|763.9163
13414|RS|2017-04-02|1613.8051
13415|RS|2017-12-27|1320.5315
13416|SC|2018-03-29|1494.7817
13417|RS|2017-06-08|1403.3267
13418|PB|2018-05-25|1013.0399
13419|ES|2017-07-05|802.1365
13420|MT|2018-07-23|355.1684
13421|CE|2019-02-08|2032502
13422|MG|2019-04-06|3721.9422
13423|PE|2018-09-14|1506.0827
13424|MG|2018-10-23|3777777
13425|PA|2017-05-22|294.5569
13426|SE|2017-10-28|268.38
13427|BA|2017-07-09|1147537
13428|PE|2018-03-30|349.4301
13429|CE|2019-03-08|675.3448
13430|SC|2018-06-24|1480.7071
13431|PR|2017-09-17|1061.9138
13432|DF|2018-12-24|253.4757
13433|MG|2017-05-02|1728.7667
13434|PE|2018-09-02|1078.7208
13435|BA|2017-12-16|1505.0641
13436|ES|2018-05-29|537559
13437|DF|2017-06-24|321.8968
13438|AL|2017-11-30|136.5589
13439|GO|2017-07-01|242.0115
13440|PR|2017-05-07|530.3846
13441|SC|2018-12-27|843.7237
13442|AL|2018-10-28|388.4772
13443|GO|2017-07-05|182.1248
13444|PR|2017-05-12|412.1079
13445|PE|2017-06-20|366.7133
13446|PR|2017-12-18|1085.7914
13447|PR|2018-03-27|1227.7582
13448|MS|2018-05-07|418.7495
13449|PR|2017-10-05|1419.1174
13450|PB|2018-06-13|390.0818
13451|PR|2018-06-14|1229128
13452|PE|2018-04-13|1137.7975
13453|PR|2018-12-24|747.6391
13454|SC|2018-06-29|1578.0446
13455|MG|2018-09-06|3922539
13456|MS|2018-09-17|251.6917
13457|PI|2017-03-28|137365
13458|CE|2017-07-31|119.2608
13459|DF|2018-07-21|682.7569
13460|RS|2018-01-05|1913.7816
13461|PA|2019-01-09|105.7954
13462|PB|2017-02-09|23.54
13463|BA|2018-12-10|1401.2933
13464|RS|2017-11-20|1365.9295
13465|GO|2018-09-27|304.1272
13466|MG|2017-05-28|2278.6095
13467|ES|2018-11-03|1096.4436
13468|AL|2018-11-07|448.4781
13469|PE|2017-01-17|571997
13470|RS|2018-04-21|1107683
13471|SC|2017-07-12|866.9891
13472|MT|2017-11-26|846.0929
13473|PB|2019-03-17|848963
13474|MT|2019-02-23|488.3107
13475|DF|2017-01-17|205.7603
13476|PR|2018-10-10|1067.3962
13477|PA|2017-03-13|163.7075
13478|RN|2018-08-26|335.7421
13479|AL|2018-06-07|138.9458
13480|ES|2017-04-04|503.7835
13481|GO|2018-03-20|225.6883
13482|RS|2017-04-29|1168.8311
13483|BA|2017-12-08|1057.1038
13484|MA|2019-02-14|968.7959
13485|ES|2018-03-03|720.3506
13486|RS|2017-12-10|1359.3704
13487|MA|2018-11-29|776.8857
13488|MT|2017-03-30|279.1142
13489|RS|2018-01-11|1752.5631
13490|DF|2017-05-25|356.8652
13491|CE|2018-12-05|1670.5321
13492|MG|2019-01-01|2172.8064
13493|BA|2017-01-26|842997
13494|PB|2018-06-29|430.2511
13495|BA|2017-10-03|974.2346
13496|PA|2019-04-07|460.6648
13497|RS|2018-07-10|2556.3786
13498|SE|2019-01-09|241.1502
13499|PA|2018-03-27|144096
13500|BA|2019-01-25|1821.9383
13501|PE|2018-04-05|942.4465
13502|DF|2018-04-16|466.1727
13503|PE|2018-06-30|913.8185
13504|RS|2018-02-12|1000.2579
13505|SC|2018-05-13|1826.8571
13506|MA|2019-02-12|306997
13507|PR|2018-09-24|965.3736
13508|PR|2018-02-17|1169323
13509|PE|2018-05-12|836.5997
13510|PR|2018-10-30|807.0616
13511|DF|2017-11-03|504.8241
13512|BA|2017-05-24|464.9948
13513|ES|2018-06-15|672962
13514|GO|2019-03-09|286.1656
13515|ES|2018-10-26|874.0703
13516|RN|2018-06-09|468.2877
13517|GO|2018-11-25|410.0203
13518|SE|2019-03-03|409.4349
13519|CE|2017-11-14|9532
13520|RS|2018-05-15|1595.6679
13521|MS|2017-04-12|349.0919
13522|PA|2018-02-17|265.8222
13523|DF|2018-10-12|452.5263
13524|MT|2017-09-19|698.9713
13525|SC|2017-11-15|1242.6363
13526|GO|2019-03-21|532.42
13527|AM|2018-11-29|38.4308
13528|MT|2018-02-15|369.4119
13529|RN|2018-04-12|554.5201
13530|ES|2017-04-26|462.1596
13531|SE|2019-03-01|684.8555
13532|AL|2019-04-05|213.4617
13533|CE|2017-03-30|161.8013
13534|DF|2018-12-30|272.0238
13535|ES|2017-06-05|215462
13536|DF|2017-12-04|803.1538
13537|GO|2017-08-11|238.7549
13538|ES|2018-01-20|638.2935
13539|MG|2017-01-14|1389.6659
13540|MT|2018-12-23|479.2683
13541|CE|2018-04-29|630.0607
13542|RS|2018-04-03|1025.7785
13543|PE|2017-10-13|316.0957
13544|SC|2017-04-03|770.2317
13545|MS|2017-05-30|507.9059
13546|PI|2018-07-27|420.7512
13547|TO|2018-11-05|27.7365
13548|SC|2017-07-15|1038.5344
13549|MG|2017-02-07|1573.8213
13550|ES|2017-01-31|305.0864
13551|ES|2019-02-25|655.4324
13552|RN|2018-04-09|268.4505
13553|PA|2017-07-07|167.3819
13554|BA|2017-02-01|536505
13555|PI|2019-03-23|388.0481
13556|CE|2018-10-30|1662.0561
13557|PE|2018-12-29|1089.5004
13558|DF|2018-06-20|308.8772
13559|BA|2018-10-16|2095.5663
13560|PB|2017-09-02|342.4357
13561|RN|2018-04-04|460.4487
13562|MT|2018-07-06|298.7767
13563|CE|2018-03-09|804.4402
13564|MS|2018-12-05|322.8735
13565|CE|2017-03-25|313.8473
13566|ES|2018-10-29|539.6351
13567|PE|2019-01-25|1136.4527
13568|GO|2017-01-30|217982
13569|CE|2019-04-09|1161.3145
13570|RS|2017-03-05|1020.0111
13571|SC|2018-06-04|538.5871
13572|RS|2018-08-24|1702.9924
13573|RS|2018-08-04|1742.5217
13574|ES|2018-03-02|533.3798
13575|BA|2017-04-30|863.8042
13576|ES|2017-03-04|429.5637
13577|RS|2017-07-25|1190218
13578|ES|2018-12-18|670.2266
13579|MT|2017-05-25|549.4534
13580|MS|2017-05-28|196848
13581|PE|2018-04-04|516.2359
13582|BA|2017-09-20|613.8441
13583|GO|2018-08-01|90702
13584|RS|2017-10-27|1928.4131
13585|PB|2018-05-01|464.3139
13586|BA|2017-11-18|612.0015
13587|AL|2018-03-26|152.35
13588|PB|2018-05-13|887.2699
13589|DF|2019-02-14|593948
13590|CE|2017-08-21|223.0815
13591|AM|2019-04-07|231.9112
13592|TO|2018-12-01|280401
13593|GO|2018-02-05|329562
13594|AL|2017-09-18|125.5076
13595|BA|2017-06-20|537.9739
13596|AC|2017-04-15|185.3782
13597|PR|2019-03-13|914.8693
13598|SC|2017-03-18|723187
13599|PB|2018-02-08|256.5298
13600|CE|2017-12-03|622.9814
13601|BA|2017-03-14|349842
13602|AL|2017-09-16|275.9202
13603|PR|2017-03-26|797.3014
13604|PR|2018-01-18|1810.6066
13605|CE|2017-03-27|315907
13606|CE|2018-04-11|1100.8526
13607|PB|2019-02-07|543.5944
13608|AL|2017-04-20|144.0887
13609|GO|2018-11-10|110.8459
13610|PE|2019-01-22|401.5634
13611|SC|2018-09-23|894.3965
13612|BA|2018-04-19|2011.4818
13613|PB|2017-08-23|129.0998
13614|TO|2018-08-27|66.9873
13615|PA|2018-10-08|241.7474
13616|SC|2017-03-03|552.7054
13617|DF|2017-09-04|309.8712
13618|GO|2017-12-31|33.0793
13619|CE|2017-03-06|394.5058
13620|DF|2017-12-17|927.4981
13621|MS|2017-11-09|147.5547
13622|RN|2017-04-25|505.8959
13623|PA|2018-12-14|192.2973
13624|GO|2017-11-20|73.5287
13625|MS|2017-11-21|251.6233
13626|ES|2018-04-09|685.1384
13627|MA|2018-09-29|292.8851
13628|PE|2017-01-13|347.3032
13629|MS|2017-12-14|345.5187
13630|ES|2018-05-24|565.0994
13631|MS|2017-03-12|199.7299
13632|ES|2017-10-18|934.8593
13633|AL|2019-02-27|477.6549
13634|ES|2018-12-04|633.5085
13635|GO|2017-01-20|260.3535
13636|ES|2018-07-25|373.8099
13637|PE|2018-06-21|1281.2553
13638|PB|2018-07-31|311.2312
13639|PB|2018-08-30|953.2585
13640|BA|2017-09-11|748.6483
13641|AM|2018-05-11|112.0253
13642|RS|2019-01-07|977.1132
13643|PI|2019-01-22|303.0015
13644|ES|2018-02-15|502.2045
13645|PE|2017-10-29|754.4854
13646|BA|2018-03-27|1240.8791
13647|RS|2019-01-05|1138.1212
13648|SE|2017-04-05|22.1898
13649|MG|2019-01-15|4294.7841
13650|GO|2017-03-07|316.3875
13651|MG|2018-12-27|2889.2055
13652|PI|2018-12-11|291.4765
13653|BA|2017-07-26|780.8105
13654|SC|2017-11-24|1414.9723
13655|PI|2018-07-21|341.0347
13656|AL|2018-10-25|604.3275
13657|BA|2017-08-25|517.5379
13658|ES|2019-03-20|809.4248
13659|RN|2017-07-08|110.5212
13660|PE|2017-08-05|533.4029
13661|PI|2018-01-14|640.8618
13662|PB|2019-02-11|896.6917
13663|PI|2019-03-04|109.5818
13664|AL|2017-11-18|328.5826
13665|MT|2018-04-30|419.9787
13666|PE|2018-09-10|943.4102
13667|RS|2018-03-10|1367.4257
13668|TO|2018-07-19|35033
13669|SE|2017-03-31|72.1286
13670|PB|2017-03-05|26.5658
13671|GO|2017-07-11|70.7034
13672|BA|2017-01-24|786.4437
13673|PA|2017-09-01|82624
13674|ES|2017-12-19|575.6583
13675|MA|2018-09-13|452.1021
13676|PI|2017-04-02|245.9783
13677|AM|2018-04-22|30.0633
13678|DF|2017-11-02|419.6507
13679|ES|2018-10-22|587.7913
13680|PI|2017-12-20|15.0703
13681|ES|2017-06-20|569525
13682|ES|2017-04-30|138.5305
13683|MS|2018-08-30|227.2767
13684|MT|2017-03-16|233.4217
13685|DF|2017-03-20|235.5463
13686|PE|2018-02-15|526.6535
13687|PA|2018-04-04|126.9407
13688|CE|2018-08-02|1240.5101
13689|SC|2018-10-09|775.2007
13690|MT|2018-07-10|391613
13691|MA|2018-08-03|576256
13692|ES|2017-12-02|1310.4601
13693|SE|2018-12-05|394856
13694|MT|2018-06-04|304177
13695|ES|2018-07-19|909.1234
